price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,society,locality,furnishDetails,nearby_loc
2.0,3,4,3,1,high,219.81,Super Built up,new,Godrej 101,Sector 79 Gurgaon,,"['Vatika Town Square-INXT', 'Naurangpur Road', 'NH 48', 'Euro International School', 'Gurugram University', 'Miracles Apollo Cradle', 'Nouveau Medics Multispeciality OPD', 'Indira Gandhi Intl Airport', 'Heritage Village Resort & Spa', 'Nakhrola Stadium']"
1.3,3,3,3,1,high,138.43,Super Built up,new,Mapsko Mount Ville,Sector 79 Gurgaon,"['3 Wardrobe', '1 Stove', '1 Modular Kitchen', '1 Chimney', '4 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Naurangpur Road', 'Delhi - Ajmer Expy', 'Bal Bharati Public School–IMT Manesar', 'Amity University Gurugram', 'Miracles Apollo Cradle / Spectra', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']"
1.75,3,4,3,1,low,185.81,Carpet,old,City Heights,Sector 39 Gurgaon,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '9 Light', '1 AC', '1 Chimney', '5 Curtains', '1 Modular Kitchen', '1 TV', '3 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine', 'No Bed']","['Rajiv Chowk Mosque', 'Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Medanta', 'S THE UPPER LIMB CLINIC"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
2.0,5,4,3,1,high,297.29,Carpet,old,KW Royal Court,Sector 39 Gurgaon,"['1 Water Purifier', '8 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '1 Stove', '1 Light', '6 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '9 Curtains', '5 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Bed']","['Rajiv Chowk Mosque', 'Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Medanta', 'S THE UPPER LIMB CLINIC"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.78,3,3,3,1,mid,181.16,Super Built up,new,Shree Vardhman Victoria,Sector 70 Gurgaon,"['4 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International', 'Ektaa Hospitals  Main Sohna Rd', 'Sanjeevani Hospital - Child Specialist', 'Federal Bank Sector 71', 'Central Bank Of India Sohna Rd', 'Axis Bank, Sohna Rd', 'Spaze Palazo, Golf Course Ext Rd', 'VATIKA BUSINESS PARK Sohna Rd', 'The Medicity, Spaze iTech Park', 'Tulip Violet Society, Sector 69', 'IndianOil, Hasanpur']"
1.15,2,2,3,1,high,142.51,Super Built up,new,Alpha Corp GurgaonOne 84,Sector 84 Gurgaon,,"['Delhi Public School', 'Raheja Market', 'Sapphire Mall', 'INXT High Street', 'Cambridge Pre-School', 'Euro Int. School', 'Genesis Hospital', 'HDFC Bank', 'Society Park', 'Dishoom Cinemas']"
1.65,3,3,3,1,low,195.1,Super Built up,old,CGHS Airport Apartment,Sector 47 Gurgaon,"['5 Fan', '1 Exhaust Fan', '4 Geyser', '10 Light', '1 Chimney', '1 Modular Kitchen', '3 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Rajiv Chowk Mosque', 'Standard chartered ATM', 'Icici bank ATM', 'S THE UPPER LIMB CLINIC"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ""Domino', 's"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.21,1,1,1,0,high,28.06,Carpet,new,GLS Avenue 51,Sector 92 Gurgaon,,"['Yaduvanshi Shiksha Niketan Sector- 92', 'Aarvy Healthcare Hospital', 'Holiday Inn Gurugram Sector 90', 'Flying Wings Badminton Academy']"
2.75,3,4,3,1,mid,185.81,Carpet,old,Kamroon Court,Sector 43 Gurgaon,"['3 Wardrobe', '5 Fan', '4 Geyser', '1 Microwave', '14 Light', '2 TV', '1 Chimney', '3 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Huda city centre metro station', 'Sector 42-43 metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Rbs ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Kotak mahindra bank ATM', 'Arihant Hospital', 'Gupta', 'Paras Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Naval Mendiratta', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Pernod Ricard Charitable Dispensary', 'Guardian Pharmacy', 'Chikitsa', 'City Medical', 'Gardian Pharmacy', 'Bharat petroleum', 'Hdfc bank', 'Icici bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Naveidyam', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', 's Jr."", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
2.72,4,4,3,1,high,218.32,Super Built up,new,Bestech Park View Spa Next,Sector 67 Gurgaon,"['7 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '15 Light', '5 AC', '1 Chimney', '1 Modular Kitchen', '4 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Omaxe City Centre Mall', 'Golf Course Extension Road', 's School"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
2.4,3,4,3,1,high,193.8,Super Built up,old,Unitech Uniworld Gardens,Sector 47 Gurgaon,"['3 Wardrobe', '1 Exhaust Fan', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Standard chartered ATM', 'Icici bank ATM', 'Park Hospital Gurgaon', 'Neelkanth Health Care', 'Vishesh Dental', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Samvit Health Care', 'S THE UPPER LIMB CLINIC"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ""Domino', 's"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
4.1,3,3,3,1,high,236.9,Super Built up,old,Tata Primanti,Sector 72 Gurgaon,"['3 Fan', '6 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Sector 55-56 Metro Station', 'Omaxe City Centre', 'Sohna Gurgaon Road', 'Faridabad Gurgaon Road', 'Pallavan PreSchool, Sohna Road', 'RBSM Public school', 'Polaris Hospital', 'Spaze Itech Park', 'Radisson Hotel Gurugram Sohna Road', 'SkyJumper Trampoline Park Gurgaon']"
1.12,3,4,3,1,high,167.41,Super Built up,old,CHD Avenue 71,Sector 71 Gurgaon,[],"['Huda City Centre', 'Apna Mart', 'Rajiv Chowk', 'Sohna Road', 'IFFCO Chowk', 'Medanta Hospital', 'Max Hospital, Gurugram', 'IGI Airport', 'HDFC Bank', 'Candor Park', 'Marriott Courtyard', 'Radisson Suites', 'Park Plaza', 'Flipkart Warehouse', 'Sadar Police Station']"
0.65,2,2,3,1,high,125.42,Super Built up,old,Shree Vardhman Flora,Sector 90 Gurgaon,"['2 Wardrobe', '3 Fan', '1 Exhaust Fan', '1 Geyser', '10 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['IRIS Broadway Mall', 'Dwarka Expressway', 'Saraswati Model School', 'SGT University', 'Aarvy Healthcare Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Orchid Business Park', 'Holiday Inn Gurugram Sector 90', 'Flying Wings Badminton Academy']"
7.5,5,6,3,1,high,929.03,Super Built up,new,Krrish Provence Estate,Gwal Pahari,,"['Tniy Toons School', 'Pathways School Gurgoan', 's Love English School"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ""Buddy', 'Unique Dhaba', 'The brown Saheb', 'French Heart Bakery', 'Lassi cafe Restaurant']"
11.0,4,5,3,1,mid,288.0,Carpet,new,DLF The Crest,Sector 54 Gurgaon,"['2 Wardrobe', '1 Microwave', '2 Light', '2 AC', '1 Chimney', '2 TV', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Sector 53-54 Metro Station', 'Ardee Mall', 'Golf Course Road', 'NH 148A', 'Sushant University', 'Shiv Nadar School', 's Lalita Devi Institute"", ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.26,3,3,3,1,mid,158.12,Super Built up,new,DLF Regal Gardens,Sector 90 Gurgaon,"['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '9 Light', '1 Chimney', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', 's Supermarket, Sector 82"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.8,4,4,3,0,mid,205.78,Super Built up,old,DLF Regal Gardens,Sector 90 Gurgaon,"['1 Exhaust Fan', '6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', 's Supermarket, Sector 82"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
5.9,3,3,3,1,high,312.43,Super Built up,new,M3M Golfestate,Sector 65 Gurgaon,"['5 Fan', '6 Light', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Sector 54 Chowk Metro Station', 'Sahara Mall', 'NH 248A', 'Shiksha Bharti Public School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Holiday Inn Express Gurugram']"
2.9,4,4,3,1,mid,221.39,Super Built up,old,Bestech Park View City 2,Sector 49 Gurgaon,"['1 Geyser', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Sector 55-56 Metro Station', 'Raheja Mall', 'Hong Kong Bazaar', 'Sohna Road', 'Delhi Jaipur Expressway', 'DAV Public School', 'Gurugram University', 'W Pratiksha Hospital', 'Indira Gandhi International Airport', 'Bestech Business Tower', 'Radisson Hotel Gurugram Sohna Road', 'HUDA Mini Golf Course', 'SkyJumper Trampoline Park Gurgaon', 'SCC Drive-In Cinema', 'Duke Horse Riding Club']"
1.59,3,3,3,1,high,179.21,Super Built up,new,DLF The Skycourt,Sector 86 Gurgaon,"['5 Fan', '1 Exhaust Fan', '5 Light', '5 AC', '1 Chimney', '1 Modular Kitchen', '3 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Sapphire 83 Mall', 'NH-8, Imt Manesar', 'Rao Bharat Singh International School', 'DPG Institute of Technology', 'Aarvy Healthcare', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'Aapno Ghar', 'National Tennis Academy Sector 98']"
2.21,3,3,3,1,low,198.07,Super Built up,new,DLF The Ultima,Sector 81 Gurgaon,"['5 Fan', '1 Fridge', '1 Exhaust Fan', '3 Geyser', '1 Stove', '14 Light', '5 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '1 Sofa', '1 Microwave', '1 Washing Machine', 'No Bed', 'No Dining Table', 'No TV', 'No Wardrobe', 'No Water Purifier']","['Huda Metro Station (Gurugram)', 'Vatika Town Square-INXT', 'Manesar Road', 'NH 48', 'Euro International School, Sec 84', 'SGT University', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']"
1.48,3,3,3,1,mid,176.52,Super Built up,new,Emaar Palm Gardens,Sector 83 Gurgaon,,"['Lante Mall"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.98,2,3,3,1,mid,119.19,Super Built up,new,Experion The Heartsong,Sector 108 Gurgaon,"['1 Bed', '1 Sofa', '8 Light', '3 AC', '1 Curtains', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Galleria 108 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'The Shikshiyan School', 'Manipal Hospital', 'Indira Gandhi International Airport', 'Vivanta New Delhi, Dwarka', 'SkyJumper Trampoline Park', 'Fun N Food Village']"
2.04,3,3,3,0,low,172.06,Super Built up,new,Shapoorji Pallonji Joyville Gurugram,Sector 102 Gurgaon,"['2 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Khan Market', 'The Esplanade Mall', 'Dwarka Expressway', 'Garhi Road', 'Delhi Public School', 'SGT University', 'Aryan Hospital', 'Indira Gandhi Int. Airport', 'Basai Dhankot', 'The Executive Centre', 'Inde Hotels & Resorts', 'Appu Ghar', 'DLF Golf and Country Club']"
1.5,4,5,3,1,mid,237.83,Super Built up,new,Orris Aster Court Premier,Sector 85 Gurgaon,"['7 Fan', '1 Exhaust Fan', '2 Geyser', '14 Light', '5 AC', '1 Chimney', '1 Modular Kitchen', '3 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Propose Metro Station', 'SS Omnia Mall', 'National Highway 8', 'Gurgaon Toll', 'Rajiv Chowk', 'The Heritage Pride Modern School', 'Bharat Ram Global School', 'RPS International School', 'Delhi Public School', 'Matrikiran High School', 'Lions Public School', 'Genesis Hospital', 'Miracles Apollo Cradle / Spectra', 'Silver Streak Multi Speciality', 'IGI Airport']"
1.49,4,5,3,1,high,237.83,Super Built up,new,Orris Aster Court Premier,Sector 85 Gurgaon,"['1 Stove', '5 AC', '1 Chimney', '1 Modular Kitchen', '4 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Propose Metro Station', 'SS Omnia Mall', 'National Highway 8', 'Gurgaon Toll', 'Rajiv Chowk', 'The Heritage Pride Modern School', 'Bharat Ram Global School', 'RPS International School', 'Delhi Public School', 'Matrikiran High School', 'Lions Public School', 'Genesis Hospital', 'Miracles Apollo Cradle / Spectra', 'Silver Streak Multi Speciality', 'IGI Airport']"
1.2,3,4,2,1,mid,196.95,Super Built up,new,Orris Aster Court Premier,Sector 85 Gurgaon,"['3 Wardrobe', '1 Modular Kitchen', '1 Chimney', '4 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Propose Metro Station', 'SS Omnia Mall', 'National Highway 8', 'Gurgaon Toll', 'Rajiv Chowk', 'The Heritage Pride Modern School', 'Bharat Ram Global School', 'RPS International School', 'Delhi Public School', 'Matrikiran High School', 'Lions Public School', 'Genesis Hospital', 'Miracles Apollo Cradle / Spectra', 'Silver Streak Multi Speciality', 'IGI Airport']"
0.86,3,4,3,1,high,181.16,Super Built up,new,Shree Vardhman Flora,Sector 90 Gurgaon,"['2 Wardrobe', '5 Fan', '1 Exhaust Fan', '1 Geyser', '10 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['IRIS Broadway Mall', 'Dwarka Expressway', 'Saraswati Model School', 'SGT University', 'Aarvy Healthcare Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Orchid Business Park', 'Holiday Inn Gurugram Sector 90', 'Flying Wings Badminton Academy']"
0.9,4,4,3,0,high,183.48,Super Built up,old,Orris Carnation Residency,Sector 85 Gurgaon,"['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '2 Geyser', '12 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Omaxe Celebration Mall within reach', 'Nearby Lotus Valley International School', 'The Shri Ram School Aravali', 'Close to ARC Multi Specialty Hospital', 'Proximity to Maxe Healthcare Hospital', 'Close to Medanta, The Medicity', 'Walking distance to Children Park', 'Hyatt Regency in the neighborhood']"
2.0,3,4,3,1,mid,182.55,Super Built up,new,Saan Verdante,Sector 95 Gurgaon,[],"['Proposed Metro Station', 'Dwarka Expressway', 'NH-8', 'Delhi International Airport', 'KMP Corridor']"
1.85,4,4,2,0,high,186.74,Super Built up,new,Tulip Violet,Sector 69 Gurgaon,"['4 Wardrobe', '5 Fan', '1 Exhaust Fan', '1 Dining Table', '6 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']"
2.65,3,4,3,1,high,227.61,Super Built up,new,Puri Emerald Bay,Sector 104 Gurgaon,"['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '11 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Sector-21 Metro Dwarka', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Chauma Road', 'Delhi Public School', 'DPG Degree College', 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Park Inn', 's Water Park"", ']"
1.5,3,3,3,1,mid,153.29,Super Built up,new,Emaar Gurgaon Greens,Sector 102 Gurgaon,"['3 Wardrobe', '1 Water Purifier', '5 Fan', '1 Exhaust Fan', '3 Geyser', '21 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['JMS Marine Square Mall', 'Dwarka Expressway', 'Basai Road', 'Prime Scholars Int. School', 'DPG Institute of Technology', 'Vibrant Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'SkyJumper Trampoline Park', 'Ramgarh Farms & Resort']"
1.75,3,3,3,1,high,162.12,Super Built up,new,ATS Kocoon,Sector 109 Gurgaon,"['1 Water Purifier', '5 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '19 Light', '1 Modular Kitchen', '1 Chimney', '4 AC', '7 Curtains', '3 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Jagdish Super Market', 'Dwarka', 'Euro International School', 'Gyaananda School', 'SCR Model School', 'Radha Krishan Mandir', 'ICICI BANK ATM, Annapurna MKT', 'ESIC Dispensary', 'IGIA Airport', 'Canara Bank New Palam Vihar', 'Gurgaon Gramin Bank', 'Daultabad Stadium', 'Bharat Petroleum Shree Shyam Filling', 'The Club, International City', 'Conscient One']"
1.32,2,2,2,0,high,144.0,Super Built up,new,Puri Emerald Bay,Sector 104 Gurgaon,"['1 Stove', '1 Chimney', '4 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Sector-21 Metro Dwarka', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Chauma Road', 'Delhi Public School', 'DPG Degree College', 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Park Inn', 's Water Park"", ']"
0.8,2,2,2,1,high,122.63,Super Built up,old,Vatika City Homes,Sector 83 Gurgaon,,"['Kisan Mandi', 'Vatika City Centre', 'Manesar Toll Plaza', 'Sri Chaitanya School', 'Discovery Montessori Preschool', 'Vatika Lifestyle Nursery School', 'Global Healthcare Hospital', 'Badsa Ams Hospital', 'Miracles Apollo Hospital', 'Genesis Hospital', 'Inox Cinema', 'Football ground', 'IndianOil', 'IGL CNG Station', 'JSA Helipad']"
1.2,3,2,3,1,high,163.32,Super Built up,new,Experion The Heartsong,Sector 108 Gurgaon,"['5 Fan', '1 Exhaust Fan', '2 Geyser', '5 Light', '1 Modular Kitchen', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Galleria 108 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'The Shikshiyan School', 'Manipal Hospital', 'Indira Gandhi International Airport', 'Vivanta New Delhi, Dwarka', 'SkyJumper Trampoline Park', 'Fun N Food Village']"
6.5,4,4,3,1,low,402.92,Super Built up,old,Pioneer Urban Presidia,Sector 62 Gurgaon,,"['Airia Mall', 'Golf Course Ext Road', 'Heritage Xperiential Learning School', 'Apex Plus Hospital', 'Indira Gandhi International Airport', 'Duke Horse Riding Club', 'DoubleTree by Hilton Hotel', 'SkyJumper Trampoline Park', 'ZEN Golf Range & Academy', 'PVR Drive in Theatre', 'Surajgarh Gurgaon', 'The Banyan Tree Hiking Area']"
1.17,3,4,3,1,high,163.51,Super Built up,new,Paras Dews,Sector 106 Gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']"
1.15,3,4,3,1,mid,176.52,Super Built up,new,Paras Dews,Sector 106 Gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']"
2.48,3,3,3,1,high,205.97,Super Built up,new,La Vida by Tata Housing,Sector 113 Gurgaon,"['1 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Dwarka Sector 21', 'Pacific D21 Mall', 'Bajghera Road', 'Dwarka Expy', 'Euro International School, Sector- 109.', 'The NorthCap University', 's Hospital"", ', ', ']"
